postid,postyear,postdate,en_title,en_pageid,ar,ar_pageid,ar_title,zh,zh_pageid,zh_title,es,es_pageid,es_title,topic,category,updated_topic
1481,2014,30-Dec,Luise Rainer,180908,TRUE,1860936,لويز رينر,TRUE,3185102,露薏絲·蕾娜,TRUE,1060916,Luise Rainer,5,Person,2
1483,2014,29-Dec,Boko Haram,23769768,TRUE,759698,بوكو حرام,TRUE,1776825,博科圣地,TRUE,4825339,Boko Haram,0,Society and social science,5
1484,2014,28-Dec,MS Norman Atlantic,44828500,FALSE,,,TRUE,4438981,諾曼大西洋號,FALSE,,,0,Society and social science,5
1485,2014,28-Dec,Indonesia AirAsia Flight 8501,44862348,TRUE,2425549,طيران آسيا الرحلة 8501,TRUE,4436399,印尼亚洲航空8501号班机空难,TRUE,6551855,Vuelo 8501 de Indonesia AirAsia,0,Society and social science,5
1486,2014,27-Dec,Tomaž Šalamun,5353577,TRUE,1060715,توماج شالامون,FALSE,,,TRUE,5103558,Tomaž Šalamun,5,Person,2
1487,2014,26-Dec,Leo Tindemans,782147,FALSE,,,TRUE,4810509,莱奥·廷德曼斯,TRUE,4557668,Leo Tindemans,5,Person,2
1488,2014,26-Dec,December 2014 Assam violence,44819059,FALSE,,,FALSE,,,TRUE,6558582,Violencia de diciembre de 2014 en Assam,-1,Other,6
1489,2014,23-Dec,Edward Greenspan,1025328,FALSE,,,FALSE,,,TRUE,6632865,Edward Greenspan,5,Person,2
1490,2014,22-Dec,Joe Cocker,88371,TRUE,2423941,جو كوكر,TRUE,4427532,乔·科克尔,TRUE,662633,Joe Cocker,5,Person,2
1491,2014,21-Dec,"Tunisian presidential election, 2014",30481588,TRUE,2163737,الانتخابات الرئاسية التونسية 2014,TRUE,4382333,2014年突尼斯总统选举,TRUE,7877577,Elecciones presidenciales de Túnez de 2014,1,Society and social science,3
1495,2014,17-Dec,Cuba–United States relations,5231073,TRUE,277305,العلاقات الأمريكية الكوبية,TRUE,4420128,古巴－美國關係,TRUE,1026968,Relaciones diplomáticas entre Cuba y Estados Unidos,-1,Society and social science,6
1498,2014,15-Dec,2014 Sydney hostage crisis,44723150,TRUE,2406936,أزمة الرهائن في سيدني 2014,TRUE,4414195,2014年悉尼人质事件,TRUE,6539245,Crisis de rehenes en Sídney de 2014,-1,Other,6
1499,2014,14-Dec,"Japanese general election, 2014",38024549,FALSE,,,TRUE,4365835,第47屆日本眾議院議員總選舉,TRUE,6529426,Elecciones generales de Japón de 2014,4,Society and social science,3
1502,2014,9-Dec,Senate Intelligence Committee report on CIA torture,44641073,FALSE,,,TRUE,4407191,中情局虐囚报告,TRUE,6533105,Estudio del Comité Selecto del Senado sobre el Programa de detención e interrogatorio de la Agencia Central de Inteligencia,-1,None,6
1503,2014,7-Dec,Ralph H. Baer,292874,TRUE,2521987,رالف باير,TRUE,4403398,拉夫·亨利·贝尔,TRUE,265341,Ralph H. Baer,5,Person,2
1504,2014,5-Dec,Queen Fabiola of Belgium,284620,TRUE,4510782,فابيولا دي مورا إي أراغون,TRUE,4401786,法比奧拉王后 (比利時),TRUE,230540,Fabiola de Mora y Aragón,5,Person,2
1505,2014,5-Dec,Zhou Yongkang,1858074,TRUE,1212825,تشو يونغ كانغ,TRUE,143024,周永康,TRUE,5775538,Zhou Yongkang,4,Person,3
1506,2014,5-Dec,Orion (spacecraft),33190128,TRUE,517652,أوريون (مركبة فضاء),TRUE,608480,猎户座飞船,TRUE,764727,Orión (nave espacial),0,Science and nature,5
1510,2014,1-Dec,102nd Grey Cup,20341402,FALSE,,,FALSE,,,TRUE,6530281,102.ª Grey Cup,2,Sports,4
1511,2015,31-Jan,Sergio Mattarella,13947321,TRUE,2471469,سيرجيو ماتاريلا,TRUE,4501181,塞尔焦·马塔雷拉,TRUE,6589394,Sergio Mattarella,5,Person,2
1512,2015,31-Jan,President of Italy,3612085,TRUE,1658792,رئيس إيطاليا,FALSE,,,TRUE,28369,Presidente de la República Italiana,-1,Society and social science,6
1513,2015,31-Jan,Carl Djerassi,574479,TRUE,3312787,كارل جيراسي,TRUE,3063982,卡尔·杰拉西,TRUE,1205231,Carl Djerassi,5,Person,2
1514,2015,31-Jan,Richard von Weizsäcker,338909,TRUE,447397,ريتشارد فون فايتسكر,TRUE,478997,里夏德·馮·魏茨澤克,TRUE,282604,Richard von Weizsäcker,5,Person,2
1515,2015,29-Jan,Rod McKuen,1058169,FALSE,,,FALSE,,,TRUE,6590918,Rod McKuen,5,Person,2
1516,2015,29-Jan,January 2015 Sinai attacks,45256543,TRUE,2466431,هجمات شمال سيناء (يناير 2015),FALSE,,,FALSE,,,0,Society and social science,5
1517,2015,29-Jan,Colleen McCullough,381507,TRUE,2812948,كولين مكلو,TRUE,624919,柯林·馬嘉露,TRUE,267933,Colleen McCullough,5,Person,2
1522,2015,25-Jan,"Greek legislative election, 2015",47578677,FALSE,,,TRUE,5021422,2015年希腊议会选举,TRUE,6995943,Elecciones parlamentarias de Grecia de 2015,1,None,3
1523,2015,25-Jan,Edgar Lungu,44307356,TRUE,2483987,إدغار لونغو,TRUE,5053641,埃德加·倫古,TRUE,6588053,Edgar Lungu,5,Person,2
1524,2015,25-Jan,"Zambian presidential election, 2015",43249927,FALSE,,,TRUE,4480937,2015年贊比亞總統選舉,FALSE,,,1,Society and social science,3
1525,2015,24-Jan,Ernie Banks,355517,FALSE,,,TRUE,4484805,厄尼·班克斯,TRUE,1055219,Ernie Banks,5,Person,2
1526,2015,23-Jan,Hakuhō Shō,4567893,TRUE,317397,هاكوهو شو,TRUE,727897,白鵬翔,TRUE,2128166,Hakuhō Shō,2,Person,4
1528,2015,22-Jan,Khaled Bahah,32102758,TRUE,1967736,خالد محفوظ بحاح,TRUE,4508852,哈立德·巴哈,FALSE,,,4,Person,3
1531,2015,22-Jan,Leon Brittan,358371,FALSE,,,FALSE,,,TRUE,1397726,Leon Brittan,5,Person,2
1534,2015,17-Jan,Faten Hamama,1514483,TRUE,48533,فاتن حمامة,FALSE,,,TRUE,6575229,Faten Hamama,5,Person,2
1535,2015,16-Jan,Beagle 2,236487,TRUE,3168761,بيغل 2,TRUE,1188815,小獵犬2號,TRUE,27554,Beagle 2,-1,Science and nature,6
1539,2015,14-Jan,Giorgio Napolitano,3052601,TRUE,58017,جورجو نابوليتانو,TRUE,497979,乔治·纳波利塔诺,TRUE,377147,Giorgio Napolitano,5,Person,2
1542,2015,11-Jan,Anita Ekberg,904640,TRUE,2446837,أنيتا ايكبرج,TRUE,673086,安妮塔·艾格寶,TRUE,199280,Anita Ekberg,5,Person,2
1543,2015,10-Jan,Francesco Rosi,4129603,TRUE,1135681,فرانشيسكو روسي,FALSE,,,TRUE,1861309,Francesco Rosi,5,Person,2
1544,2015,9-Jan,"Sri Lankan presidential election, 2015",44163850,FALSE,,,TRUE,4458276,2015年斯里蘭卡總統選舉,FALSE,,,1,Society and social science,3
1545,2015,8-Jan,2015 Baga massacre,44981410,TRUE,2442806,مجزرة باجا 2015,TRUE,4461302,2015年巴加大屠殺,TRUE,6582553,Masacre de Baga de 2015,0,Other,5
1546,2015,7-Jan,Teixobactin,44972293,TRUE,2868438,تيكسوباكتين,FALSE,,,TRUE,6561967,Teixobactina,6,Other,1
1547,2015,7-Jan,Charlie Hebdo shooting,44969225,TRUE,2438072,الهجوم على صحيفة شارلي إبدو,TRUE,4455141,查理週刊總部槍擊案,TRUE,6561532,Atentado contra Charlie Hebdo,0,Other,5
1549,2015,3-Jan,Edward Brooke,251608,TRUE,3189121,إدوارد بروك,TRUE,4449281,爱德华·布鲁克,TRUE,5942579,Edward Brooke,5,Person,2
1550,2015,1-Jan,United Nations Security Council,31956,TRUE,20833,مجلس الأمن التابع للأمم المتحدة,TRUE,7997,联合国安全理事会,TRUE,5571,Consejo de Seguridad de las Naciones Unidas,6,Society and social science,1
1551,2015,1-Jan,Mario Cuomo,277935,TRUE,2826175,ماريو كومو,TRUE,3927661,马力欧·库默,TRUE,796772,Mario Cuomo,5,Person,2
1552,2015,27-Feb,Leonard Nimoy,53569,TRUE,1992361,ليونارد نيموي,TRUE,752474,伦纳德·尼莫伊,TRUE,281886,Leonard Nimoy,5,Person,2
1555,2015,26-Feb,Joshua Leakey,45510135,FALSE,,,FALSE,,,TRUE,6623321,Joshua Leakey,2,Person,4
1556,2015,25-Feb,Uherský Brod shooting,45494254,FALSE,,,TRUE,4533456,烏赫爾布羅德槍擊案,TRUE,6620673,Tiroteo en Uherský Brod,0,Other,5
1557,2015,22-Feb,87th Academy Awards,42681558,TRUE,1912807,حفل توزيع جوائز الأوسكار السابع والثمانون,TRUE,4392155,第87屆奧斯卡金像獎,TRUE,3379605,Anexo:87.º Premios Óscar,5,Art and culture,2
1558,2015,22-Feb,Birdman (film),39364726,TRUE,1678671,الرجل الطائر,TRUE,4124806,鳥人 (2014年電影),TRUE,6334474,Birdman o (la inesperada virtud de la ignorancia),5,Art and culture,2
1559,2015,22-Feb,2015 Daytona 500,44424315,FALSE,,,FALSE,,,TRUE,6616644,Anexo:500 Millas de Daytona del 2015,2,Sports,4
1560,2015,21-Feb,Clark Terry,267696,FALSE,,,FALSE,,,TRUE,1105602,Clark Terry,5,Person,2
1562,2015,18-Feb,Limpet,1738148,TRUE,225976,بطلينوس,FALSE,,,TRUE,405043,Eogastropoda,-1,None,6
1563,2015,18-Feb,Prokopis Pavlopoulos,4024308,TRUE,2771924,بروكوبيس بافلوبولوس,TRUE,4524996,普罗科皮斯·帕夫洛普洛斯,TRUE,6613281,Prokopis Pavlópulos,1,Person,3
1564,2015,18-Feb,"Greek presidential election, 2014–15",44661176,FALSE,,,TRUE,4525079,2014–15年希腊总统选举,FALSE,,,1,Society and social science,3
1568,2015,15-Feb,Louis Jourdan,541778,TRUE,3219109,لويس جوردان,FALSE,,,TRUE,6468355,Louis Jourdan,5,Person,2
1569,2015,15-Feb,Philip Levine (poet),1623095,FALSE,,,FALSE,,,TRUE,4797757,Philip Levine,5,Person,2
1570,2015,14-Feb,Murder of Özgecan Aslan,45409019,TRUE,2490492,مقتل أوزكه جان أصلان,FALSE,,,FALSE,,,5,Person,2
1571,2015,14-Feb,65th Berlin International Film Festival,44031457,FALSE,,,TRUE,4409992,第65屆柏林影展,FALSE,,,5,Art and culture,2
1572,2015,14-Feb,Golden Bear,21547166,TRUE,3129528,الدب الذهبي,TRUE,494370,金熊奖,TRUE,232886,Anexo:Oso de oro,5,Art and culture,2
1575,2015,12-Feb,Nik Abdul Aziz Nik Mat,858294,TRUE,852094,نئ عبد العزيز نئ مت,TRUE,4513824,聂阿兹,TRUE,6606072,Nik Abdul Aziz Nik Mat,5,Person,2
1576,2015,12-Feb,Bob Simon,2348623,FALSE,,,TRUE,4513082,鮑勃·西蒙,TRUE,6605178,Bob Simon,5,Person,2
1577,2015,11-Feb,Deng Liqun,43759007,FALSE,,,TRUE,396989,鄧力群,FALSE,,,5,Person,2
1578,2015,10-Feb,Anwar Ibrahim sodomy trials,25758205,FALSE,,,TRUE,4510057,安华鸡奸案,FALSE,,,1,None,3
1579,2015,9-Feb,57th Annual Grammy Awards,39384064,FALSE,,,TRUE,4414967,第57届格莱美奖,TRUE,6526757,Anexo:Premios Grammy de 2015,5,Art and culture,2
1580,2015,9-Feb,2015 Africa Cup of Nations,29015327,TRUE,894687,كأس الأمم الأفريقية 2015,TRUE,3437507,2015年非洲國家盃,TRUE,4452956,Copa Africana de Naciones 2015,2,Sports,4
1581,2015,8-Feb,68th British Academy Film Awards,44866404,TRUE,2489804,حفل توزيع جوائز الأكاديمية البريطانية للأفلام الثامن والستون,TRUE,4507927,第68届英国电影学院奖,TRUE,6565837,Anexo:Premios BAFTA 2014,5,Art and culture,2
1582,2015,8-Feb,Billy Casper,1544891,FALSE,,,FALSE,,,TRUE,6124499,Billy Casper,5,Person,2
1583,2015,8-Feb,When Will You Marry?,37023012,TRUE,2484166,متى تتزوجين؟,TRUE,4509194,你何時結婚？,TRUE,3955949,¿Cuándo te casas?,-1,None,6
1584,2015,7-Feb,Dean Smith,456292,TRUE,3466878,دين سميث,FALSE,,,TRUE,776180,Dean Smith,5,Person,2
1585,2015,5-Feb,Silk Road (marketplace),32051905,TRUE,3152776,سيلك رود (سوق ألكتروني),TRUE,3402555,絲路 (購物網站),TRUE,5523166,Silk Road,-1,Society and social science,6
1586,2015,4-Feb,TransAsia Airways Flight 235,45298077,TRUE,2475967,خطوط ترانس آسيا الرحلة 235,TRUE,4500090,復興航空235號班機空難,TRUE,6596071,Vuelo 235 de TransAsia Airways,0,Society and social science,5
1587,2015,3-Feb,Charlie Sifford,1175864,FALSE,,,FALSE,,,TRUE,7736626,Charlie Sifford,5,Person,2
1588,2015,1-Feb,2015 Australian Open,43307633,TRUE,2452368,أستراليا المفتوحة 2015,TRUE,4420364,2015年澳洲網球公開賽,TRUE,6399264,Abierto de Australia 2015,2,Sports,4
1589,2015,1-Feb,Super Bowl XLIX,18784650,FALSE,,,TRUE,4475629,第四十九屆超級盃,TRUE,6527228,Super Bowl XLIX,2,Sports,4
1590,2015,31-Mar,"Nigerian general election, 2015",43707932,FALSE,,,TRUE,4657110,2015年尼日利亞大選,FALSE,,,1,Society and social science,3
1592,2015,29-Mar,2015 Cricket World Cup,4960773,FALSE,,,TRUE,4663992,2015年木球世界盃,TRUE,6643548,Copa Mundial de Críquet de 2015,2,Sports,4
1598,2015,25-Mar,Louis Nirenberg,1814725,TRUE,1965386,لويس نبيرغ,TRUE,3720185,路易·尼倫伯格,TRUE,7005626,Louis Nirenberg,2,Person,4
1600,2015,24-Mar,Germanwings Flight 9525,46213006,TRUE,2542462,جرمان وينغز الرحلة 9525,TRUE,4651019,德国之翼航空9525号班机空难,TRUE,6829042,Vuelo 9525 de Germanwings,0,Society and social science,5
1601,2015,21-Mar,Yemen,350939,TRUE,1369,اليمن,TRUE,33565,也门,TRUE,11103,Yemen,5,Other,2
1602,2015,20-Mar,2015 Sana'a mosque bombings,46178462,TRUE,2537780,تفجيرات مسجدي بدر والحشوش بصنعاء,TRUE,4645633,2015年沙那清真寺爆炸事件,TRUE,7146211,Atentados de Saná de 2015,5,Other,2
1603,2015,20-Mar,"Solar eclipse of March 20, 2015",22106052,TRUE,2537413,كسوف الشمس 20 مارس 2015,TRUE,2817090,2015年3月20日日食,TRUE,3031664,Eclipse solar del 20 de marzo de 2015,6,Science and nature,1
1604,2015,20-Mar,Malcolm Fraser,19734,FALSE,,,TRUE,579502,马尔科姆·弗雷泽,TRUE,2416534,Malcolm Fraser,5,Person,2
1606,2015,18-Mar,"Israeli legislative election, 2015",37281035,TRUE,4076920,الانتخابات التشريعية الإسرائيلية 2015,TRUE,5062440,2015年以色列議會選舉,TRUE,6646399,Elecciones parlamentarias de Israel de 2015,4,Society and social science,3
1607,2015,15-Mar,Xu Caihou,1001151,FALSE,,,TRUE,167229,徐才厚,TRUE,7037284,Xu Caihou,1,Person,3
1608,2015,14-Mar,Valentin Rasputin,3127278,TRUE,1407450,فالنتين راسبوتين,TRUE,4652794,瓦連京·拉斯普京,TRUE,2971994,Valentín Rasputin,5,Person,2
1609,2015,14-Mar,Mohamed Nasheed,2375585,TRUE,457028,محمد نشيد,TRUE,917614,穆罕默德·纳希德,TRUE,2045098,Mohamed Nasheed,5,Person,2
1610,2015,13-Mar,Penis transplantation,8047738,FALSE,,,TRUE,3768656,阴茎移植,TRUE,6644470,Trasplante de pene,6,Other,1
1611,2015,13-Mar,Cyclone Pam,34132047,FALSE,,,TRUE,4557787,氣旋帕姆,TRUE,6641004,Ciclón Pam,0,Science and nature,5
1612,2015,12-Mar,Terry Pratchett,30029,TRUE,2834618,تيري براتشيت,TRUE,554126,泰瑞·普萊契,TRUE,2736,Terry Pratchett,5,Person,2
1613,2015,10-Mar,Frei Otto,1591845,TRUE,1664015,فراي أوتو,TRUE,4559416,弗萊·奧托,TRUE,431771,Frei Otto,2,Person,4
1614,2015,10-Mar,Pritzker Architecture Prize,53422,TRUE,27590,جائزة بريتزكر,TRUE,98177,普利兹克建筑奖,TRUE,25028,Premio Pritzker,2,Art and culture,4
1616,2015,9-Mar,Sam Simon,2300188,TRUE,3219117,سام سيمون,TRUE,694709,萨姆·西蒙,TRUE,835912,Sam Simon,5,Person,2
1618,2015,6-Mar,Dawn (spacecraft),532434,TRUE,511708,داون (مسبار فضائي),TRUE,687734,曙光號,TRUE,901887,Dawn (sonda espacial),-1,Science and nature,6
1619,2015,6-Mar,Ceres (dwarf planet),5595163,TRUE,64663,سيريس (كوكب قزم),TRUE,79240,穀神星,TRUE,12520,Ceres (planeta enano),6,Science and nature,1
1620,2015,5-Mar,Nimrud,461456,TRUE,621060,كالح,TRUE,2867960,尼姆鲁德,TRUE,198587,Nimrud,-1,Geography and place,6
1621,2015,5-Mar,"Lesotho general election, 2015",44044023,FALSE,,,FALSE,,,TRUE,7875529,Elecciones generales de Lesoto de 2015,1,Society and social science,3
1622,2015,4-Mar,Homo,488341,TRUE,344407,هومو (جنس),TRUE,11422,人属,TRUE,3277,Homo,6,None,1
1623,2015,4-Mar,Japanese battleship Musashi,208417,FALSE,,,TRUE,144433,武藏號戰艦,TRUE,183843,Musashi (1942),6,Society and social science,1
1624,2015,2-Mar,Dave Mackay,2633030,TRUE,247889,دايف مكاي,FALSE,,,TRUE,6629083,Dave Mackay (futbolista nacido en 1934),-1,None,6
1625,2015,2-Mar,Yaşar Kemal,1264568,TRUE,672418,يشار كمال,TRUE,3158153,亚沙尔·凯末尔,TRUE,215532,Yaşar Kemal,5,Person,2
1626,2015,1-Mar,"Estonian parliamentary election, 2015",43579045,FALSE,,,TRUE,5050620,2015年愛沙尼亞議會選舉,TRUE,8381843,Elecciones generales de Estonia de 2015,4,Society and social science,3
1627,2015,1-Mar,Minnie Miñoso,568237,FALSE,,,FALSE,,,TRUE,6499512,Minnie Miñoso,5,Person,2
1628,2015,30-Apr,MESSENGER,451839,TRUE,510874,ماسنجر (مسبار فضائي),TRUE,687159,信使号,TRUE,283436,MESSENGER,-1,Science and nature,6
1629,2015,30-Apr,Yi (dinosaur),46564237,TRUE,3355808,ديناصور يي,TRUE,4746673,奇翼龍,TRUE,6869854,Yi qi (dinosaurio),6,None,1
1630,2015,30-Apr,Rubella,172323,TRUE,147791,حصبة ألمانية,TRUE,934189,風疹,TRUE,8741094,Rubéola,2,Other,4
1631,2015,29-Apr,Progress M-27M,46553335,TRUE,2649419,بروغريس إم-27 إم,FALSE,,,TRUE,6870755,Progress M-27 M,-1,Science and nature,6
1632,2015,29-Apr,Bali Nine,1778999,FALSE,,,TRUE,229762,峇里九人組,FALSE,,,5,Person,2
1633,2015,29-Apr,Capital punishment in Indonesia,36861341,FALSE,,,TRUE,4747018,印尼死刑制度,FALSE,,,-1,None,6
1634,2015,28-Apr,"Sudanese general election, 2015",45229509,FALSE,,,TRUE,4750581,2015年苏丹大选,FALSE,,,1,Society and social science,3
1639,2015,24-Apr,Władysław Bartoszewski,356455,FALSE,,,FALSE,,,TRUE,4631999,Władysław Bartoszewski,5,Person,2
1640,2015,24-Apr,100th anniversary of the Armenian Genocide,42469267,FALSE,,,FALSE,,,TRUE,8655008,Centenario del genocidio armenio,2,Other,4
1641,2015,21-Apr,Land speed record for rail vehicles,3054357,FALSE,,,TRUE,565473,軌道車輛速度紀錄,FALSE,,,2,None,4
1642,2015,21-Apr,L0 Series,29499192,FALSE,,,TRUE,3185776,L0系高速列车,TRUE,5554226,Shinkansen L0,2,Society and social science,4
1643,2015,20-Apr,Mohamed Morsi,32253721,TRUE,183431,محمد مرسي,TRUE,1767804,穆罕默德·穆尔西,TRUE,5231068,Mohamed Morsi,1,Person,3
1644,2015,20-Apr,2015 Boston Marathon,45423899,TRUE,2640598,ماراثون بوسطن 2015,FALSE,,,FALSE,,,6,Sports,1
1645,2015,20-Apr,China–Pakistan Economic Corridor,42101555,TRUE,3413317,الممر الاقتصادي الصيني الباكستاني,TRUE,4726410,中巴經濟走廊,TRUE,7102885,Corredor económico chino-pakistaní,6,Society and social science,1
1649,2015,15-Apr,Surya Bahadur Thapa,358635,FALSE,,,FALSE,,,TRUE,7027481,Surya Bahadur Thapa,5,Person,2
1650,2015,15-Apr,Nokia,21242,TRUE,17688,نوكيا,TRUE,25569,诺基亚,TRUE,38543,Nokia,-1,Society and social science,6
1651,2015,15-Apr,Alcatel-Lucent,7629923,TRUE,722889,ألكاتل-لوسنت,TRUE,745036,阿爾卡特朗訊,TRUE,165118,Alcatel-Lucent,-1,Society and social science,6
1653,2015,14-Apr,Percy Sledge,594542,TRUE,2632209,بيرسي سليدج,FALSE,,,TRUE,1768326,Percy Sledge,5,Person,2
1655,2015,13-Apr,Eduardo Galeano,305910,TRUE,1424386,إدواردو غاليانو,TRUE,1687329,爱德华多·加莱亚诺,TRUE,61919,Eduardo Galeano,5,Person,2
1670,2015,30-May,Saiga antelope,2275696,TRUE,1538391,سايغا,TRUE,234109,高鼻羚羊,TRUE,349117,Saiga tatarica,5,None,2
1671,2015,29-May,Doris Hart,1060790,TRUE,2715513,دوريس هارت,TRUE,5658105,多麗絲·哈特,TRUE,446554,Doris Hart,5,Person,2
1672,2015,28-May,Australopithecus deyiremeda,46816256,TRUE,2793752,أوسترالوبيثيكوس ديريميدا,FALSE,,,TRUE,6903395,Australopithecus deyiremeda,6,None,1
1673,2015,27-May,FIFA,11049,TRUE,6958,الاتحاد الدولي لكرة القدم,TRUE,106639,国际足球联合会,TRUE,6225,FIFA,2,Society and social science,4
1674,2015,27-May,2015 FIFA corruption case,46812210,TRUE,2729119,قضية فساد الفيفا 2015,TRUE,4791515,2015年國際足協收賄案,TRUE,6903222,Caso de corrupción en la FIFA,-1,Other,6
1675,2015,26-May,Charter Communications,1569406,TRUE,2712152,شارتر للاتصالات,FALSE,,,FALSE,,,-1,Society and social science,6
1676,2015,26-May,Time Warner Cable,2971766,TRUE,2441462,تايم وورنر كيبل,FALSE,,,TRUE,4139590,Time Warner Cable,-1,Society and social science,6
1677,2015,25-May,"Polish presidential election, 2015",42400166,FALSE,,,TRUE,5273590,2015年波蘭總統選舉,TRUE,6875284,Elecciones presidenciales de Polonia de 2015,1,Society and social science,3
1678,2015,24-May,2015 Monaco Grand Prix,45461100,TRUE,2958281,جائزة موناكو الكبرى 2015,TRUE,4744722,2015年摩納哥大獎賽,TRUE,6580446,Anexo:Gran Premio de Mónaco de 2015,2,Sports,4
1683,2015,23-May,Jalisco New Generation Cartel,35006872,FALSE,,,FALSE,,,TRUE,4879328,Cártel de Jalisco Nueva Generación,0,Society and social science,5
1684,2015,23-May,Eurovision Song Contest 2015,23913184,FALSE,,,TRUE,3969180,2015年歐洲歌唱大賽,TRUE,5703915,Festival de la Canción de Eurovisión 2015,-1,Art and culture,6
1685,2015,22-May,Marques Haynes,4240909,FALSE,,,FALSE,,,TRUE,843778,Marques Haynes,-1,None,6
1690,2015,20-May,Palmyra,46709309,TRUE,11427,تدمر,TRUE,288900,巴尔米拉,TRUE,137679,Palmira,-1,Geography and place,6
1691,2015,19-May,Pierre Nkurunziza,1791998,TRUE,676070,بيير نكورونزيزا,TRUE,422727,皮埃尔·恩库伦齐扎,TRUE,193956,Pierre Nkurunziza,5,Person,2
1692,2015,19-May,2015 Burundian coup d'état attempt,46694376,TRUE,2675330,محاولة انقلاب بوروندي 2015,TRUE,4777840,2015年蒲隆地政變,TRUE,7239553,Intento de Golpe de Estado en Burundi de 2015,5,Society and social science,2
1693,2015,19-May,2015 Colombian landslide,46743859,FALSE,,,TRUE,4785540,2015年哥倫比亞山崩事故,TRUE,6890412,Avalancha de Salgar de 2015,3,Other,1
1695,2015,18-May,2014–15 La Liga,39901507,TRUE,2173056,الدوري الإسباني لكرة القدم 2014–15,TRUE,4012764,2014–15賽季西班牙足球甲級聯賽,TRUE,6144859,Primera División de España 2014-15,2,Sports,4
1696,2015,18-May,FC Barcelona,68187,TRUE,24031,نادي برشلونة,TRUE,150590,巴塞罗那足球俱乐部,TRUE,17315,Fútbol Club Barcelona,2,Sports,4
1698,2015,17-May,2015 IIHF World Championship,31792906,FALSE,,,TRUE,4783189,2015年世界冰球錦標賽,TRUE,6874989,Campeonato Mundial de Hockey sobre Hielo Masculino de 2015,2,Sports,4
1703,2015,13-May,2015 Karachi bus shooting,46691069,TRUE,2675224,الهجوم المسلح على حافلة كراتشي 2015,TRUE,4777677,2015年卡拉奇巴士槍擊案,FALSE,,,0,Other,5
1704,2015,12-May,2015 Philadelphia train derailment,46690308,FALSE,,,TRUE,4777440,2015年費城火車出軌事故,FALSE,,,0,Other,5
1705,2015,12-May,Peter Gay,722501,TRUE,4043125,بيتر جاي,TRUE,2942529,彼得·盖伊,TRUE,198808,Peter Gay,5,Person,2
1707,2015,12-May,AOL,1397,TRUE,267813,إيه أو إل,TRUE,36810,美国在线,TRUE,242069,AOL,-1,Society and social science,6
1709,2015,12-May,May 2015 Nepal earthquake,46682461,TRUE,2672310,زلزال نيبال مايو 2015,TRUE,4773892,2015年5月尼泊爾地震,TRUE,6882279,Terremoto de Nepal de mayo de 2015,3,Science and nature,1
1710,2015,9-May,Kenan Evren,617363,TRUE,680651,كنعان أورن,TRUE,203920,凯南·埃夫伦,TRUE,458899,Kenan Evren,5,Person,2
1711,2015,9-May,Lokiarchaeota,46629192,FALSE,,,FALSE,,,TRUE,6883469,Lokiarchaeota,6,None,1
1712,2015,9-May,Hosni Mubarak,51884,TRUE,2393,حسني مبارك,TRUE,130418,穆罕默德·胡斯尼·穆巴拉克,TRUE,181873,Hosni Mubarak,5,Person,2
1713,2015,9-May,Ebola virus epidemic in Liberia,43987559,FALSE,,,FALSE,,,TRUE,6471007,Epidemia de ébola de 2014 en Liberia,2,None,4
1715,2015,8-May,2015 Al Khalis prison break,46663674,FALSE,,,TRUE,4779718,2015年卡利斯鎮越獄事件,FALSE,,,0,None,5
1716,2015,7-May,2015 Pakistan Army Mil Mi-17 crash,46644621,FALSE,,,TRUE,4765836,2015年巴基斯坦陸軍Mi-17直昇機空難,FALSE,,,0,Society and social science,5
1717,2015,7-May,"United Kingdom general election, 2015",59163317,FALSE,,,TRUE,4375184,2015年英國大選,TRUE,6837522,Elecciones generales del Reino Unido de 2015,4,Society and social science,3
1718,2015,6-May,Archaeornithura,46627927,FALSE,,,FALSE,,,TRUE,6875622,Archaeornithura,6,None,1
1719,2015,5-May,Mark Twain bibliography,29097445,FALSE,,,FALSE,,,TRUE,4951485,Anexo:Bibliografía de Mark Twain,-1,None,6
1721,2015,5-May,2015 World Snooker Championship,43179991,FALSE,,,TRUE,4673162,2015年世界士碌架錦標賽,FALSE,,,2,Sports,4
1722,2015,5-May,Stuart Bingham,4239838,TRUE,3587320,ستيوارت بينغهام,TRUE,4726122,史超活·冰咸,TRUE,6883606,Stuart Bingham,2,Person,4
1724,2015,3-May,2014–15 Premier League,42031849,TRUE,2173008,الدوري الإنجليزي الممتاز 2014–15,TRUE,4012771,2014年至2015年英格蘭足球超級聯賽,TRUE,6211173,Premier League 2014-15,2,Sports,4
1726,2015,2-May,Maya Plisetskaya,2324345,TRUE,1532042,مايا بليستسكايا,TRUE,4755625,瑪婭·普麗謝斯卡婭,TRUE,444880,Maya Plisétskaya,5,Person,2
1728,2015,2-May,Ruth Rendell,312241,TRUE,3242845,روث رندل,TRUE,4756015,露丝·伦德尔,TRUE,1006922,Ruth Rendell,5,Person,2
1731,2015,1-May,Ben E. King,363631,TRUE,577033,بن إي كينغ,TRUE,4756641,本·E·金,TRUE,1093988,Ben E. King,-1,Art and culture,6
1733,2015,29-Jun,Josef Masopust,616598,TRUE,105767,يوسيف ماسوبست,TRUE,4819656,約瑟夫·馬索普斯特,TRUE,340234,Josef Masopust,5,Person,2
